transaction_id,customer_id,product_name,category,amount,quantity,transaction_date,status,region,amount_had_negative
159,CUST6326,b5efa9ec3f5f8d45fc05aa5c0a835177e24211b8fda91dd28f258f765f3edb27,Clothing,918.81,7,2024-10-10,COMPLETED,North,0
160,CUST5647,0e769600933790607b2a13b33ddfade0fa17810eb62c3b28ee23e59516516491,Books,665.31,3,2024-10-15,COMPLETED,South,0
161,CUST4973,a6f10bde1cb3b4d0c3a51b3bf3746c41920093f27b8c5a9f438e31903810099e,Books,464.07,4,2024-10-26,COMPLETED,West,0
162,CUST1448,e074763cb375d9abd33d16d13586d68714c4a9c215cbd3391f7706c038403b4b,Clothing,1188.51,6,2024-07-10,COMPLETED,North,0
163,CUST1378,63dceb8800b2dd4af9567a1f54f03b7c3dbdc27fac4799091ebfcc4928899ee5,Electronics,914.37,7,2024-07-20,COMPLETED,North,0
164,CUST2746,0e769600933790607b2a13b33ddfade0fa17810eb62c3b28ee23e59516516491,Books,1567.27,1,2024-12-19,COMPLETED,South,0
165,CUST9969,a6f10bde1cb3b4d0c3a51b3bf3746c41920093f27b8c5a9f438e31903810099e,Books,1520.36,7,2024-10-28,COMPLETED,North,0
166,CUST9680,f1c1f57728f932efde20e53703ee5f96b1cebdc15b8578b7faa727c89dbfe03f,Groceries,250.43,6,2024-12-22,COMPLETED,East,0
167,CUST8128,6c455f5e6343aad487017e00afd6e0b8ba5b3f2adc65ed8d9de409844a7def13,Groceries,937.26,4,2024-07-08,COMPLETED,South,0
168,CUST9211,e882154bb2efd87356681a6ed0485cb51511d9e61f17235aebd7830fbe91e1c0,Groceries,853.03,6,2024-12-12,COMPLETED,West,0
169,CUST8148,e882154bb2efd87356681a6ed0485cb51511d9e61f17235aebd7830fbe91e1c0,Groceries,647.7,9,2024-12-01,COMPLETED,South,0
170,CUST9644,4e84b8359beaed1f56f2925ad1cab0486441525f195f640c7a81545bd1eb3039,Clothing,455.77,6,2024-08-09,COMPLETED,East,0
171,CUST4044,f1c1f57728f932efde20e53703ee5f96b1cebdc15b8578b7faa727c89dbfe03f,Groceries,357.24,1,2024-10-12,COMPLETED,East,0
172,CUST9028,e155ec294b8d6651edb44cdf076b10da94971a3c882d1cf2a28750a1c051eb78,Clothing,1107.12,10,2024-05-15,COMPLETED,Central,0
173,CUST5963,e155ec294b8d6651edb44cdf076b10da94971a3c882d1cf2a28750a1c051eb78,Clothing,815.37,9,2024-09-25,COMPLETED,West,0
174,CUST1568,9d948c73e0ad7a5a213a5e7e00b962531ca6b07992a06bd8c2fc2ac5ae23c51b,Books,1647.08,3,2024-07-02,COMPLETED,Central,0
175,CUST7801,643aa97e949c9c353aaff710e5adddb2017ecf3ae9d5cf563bc85c18e5d3aa2c,Furniture,1889.73,10,2024-03-03,COMPLETED,North,0
176,CUST1582,f816a74c2310179d8785838dfadd3f6fdaf7e857cce144acd6433199c8fa53d3,Furniture,1811.66,3,2024-10-07,COMPLETED,Central,0
177,CUST5170,dc34efd49ed738bf4500db367292164166989cb15773026e9e185b78292bbc89,Clothing,1549.75,2,2024-06-22,COMPLETED,East,0
178,CUST5686,210e51e019366706681f12e78b4f8396fb598b04074eb44faf0a8ad6a6930a70,Furniture,1354.73,5,2024-07-25,COMPLETED,North,0
179,CUST8946,6c455f5e6343aad487017e00afd6e0b8ba5b3f2adc65ed8d9de409844a7def13,Groceries,1766.6,3,2024-12-28,COMPLETED,Central,0
180,CUST8981,6c455f5e6343aad487017e00afd6e0b8ba5b3f2adc65ed8d9de409844a7def13,Groceries,1384.6,10,2024-08-17,COMPLETED,Central,0
181,CUST1480,643aa97e949c9c353aaff710e5adddb2017ecf3ae9d5cf563bc85c18e5d3aa2c,Furniture,1834.64,3,2024-11-15,COMPLETED,Central,0
182,CUST4114,e074763cb375d9abd33d16d13586d68714c4a9c215cbd3391f7706c038403b4b,Clothing,1488.13,1,2024-10-11,COMPLETED,Central,0
183,CUST3257,63dceb8800b2dd4af9567a1f54f03b7c3dbdc27fac4799091ebfcc4928899ee5,Electronics,85.2,8,2024-07-30,COMPLETED,South,0
184,CUST5574,efa9a3729d47c5c47c0c763107f82dbeb8ba63e479274b2661edf418850791fb,Books,1422.1,10,2024-08-20,COMPLETED,Central,0
185,CUST1808,e882154bb2efd87356681a6ed0485cb51511d9e61f17235aebd7830fbe91e1c0,Groceries,966.64,8,2024-12-04,COMPLETED,South,0
186,CUST6524,1b9bc7b7376e6c5c0f1042dfdd42ac68017d8cee72988967d7c670d40c466c85,Groceries,304.73,3,2024-06-10,COMPLETED,North,0
187,CUST3354,dc34efd49ed738bf4500db367292164166989cb15773026e9e185b78292bbc89,Clothing,773.78,6,2024-12-16,COMPLETED,North,0
188,CUST6714,2e5a38b444f293beaebfa8dc591eae9ffb528ecbffe1b876aeae34e6a12e10e8,Electronics,514.96,5,2024-12-16,COMPLETED,Central,0
189,CUST4460,86df32cf524cade04ae84fff930d96d10f8a66fd1822200416cd8f11e842160e,Electronics,1601.7,4,2024-04-04,COMPLETED,South,0
190,CUST7165,0e769600933790607b2a13b33ddfade0fa17810eb62c3b28ee23e59516516491,Books,1936.05,2,2024-05-12,COMPLETED,Central,0
191,CUST3815,e074763cb375d9abd33d16d13586d68714c4a9c215cbd3391f7706c038403b4b,Clothing,55.13,6,2024-05-15,COMPLETED,North,0
192,CUST3939,b5efa9ec3f5f8d45fc05aa5c0a835177e24211b8fda91dd28f258f765f3edb27,Clothing,1152.12,7,2024-03-18,COMPLETED,North,0
193,CUST7275,643aa97e949c9c353aaff710e5adddb2017ecf3ae9d5cf563bc85c18e5d3aa2c,Furniture,1276.56,2,2024-09-11,COMPLETED,East,0
194,CUST4232,e34a879c8b8b67effd9e14878e1443829419cf2aba09a03252d2a4f137e49941,Electronics,214.63,1,2024-05-05,COMPLETED,East,0
195,CUST9026,e882154bb2efd87356681a6ed0485cb51511d9e61f17235aebd7830fbe91e1c0,Groceries,1422.06,10,2024-04-08,COMPLETED,East,0
196,CUST3769,4e84b8359beaed1f56f2925ad1cab0486441525f195f640c7a81545bd1eb3039,Clothing,108.22,1,2024-01-24,COMPLETED,South,0
197,CUST8894,4e84b8359beaed1f56f2925ad1cab0486441525f195f640c7a81545bd1eb3039,Clothing,800.29,9,2024-12-01,COMPLETED,North,0
198,CUST9564,f1c1f57728f932efde20e53703ee5f96b1cebdc15b8578b7faa727c89dbfe03f,Groceries,1552.15,10,2024-03-10,COMPLETED,Central,0
199,CUST8489,efa9a3729d47c5c47c0c763107f82dbeb8ba63e479274b2661edf418850791fb,Books,1125.51,6,2024-03-04,COMPLETED,Central,0
200,CUST7408,f1c1f57728f932efde20e53703ee5f96b1cebdc15b8578b7faa727c89dbfe03f,Groceries,612.18,6,2024-10-25,COMPLETED,North,0
201,CUST8441,6c455f5e6343aad487017e00afd6e0b8ba5b3f2adc65ed8d9de409844a7def13,Groceries,588.38,3,2024-07-05,COMPLETED,West,0
202,CUST2104,f816a74c2310179d8785838dfadd3f6fdaf7e857cce144acd6433199c8fa53d3,Furniture,1843.79,8,2024-12-01,COMPLETED,East,0
203,CUST2644,6c455f5e6343aad487017e00afd6e0b8ba5b3f2adc65ed8d9de409844a7def13,Groceries,1712.4,9,2024-01-02,COMPLETED,North,0
204,CUST2060,e882154bb2efd87356681a6ed0485cb51511d9e61f17235aebd7830fbe91e1c0,Groceries,288.69,8,2024-11-10,COMPLETED,East,0
205,CUST4307,f56648cd7573460b58fb9642f7e660b6d095ef1e7235f65464f6a3df763728de,Furniture,50.2,2,2024-06-09,COMPLETED,East,0
206,CUST8160,4e84b8359beaed1f56f2925ad1cab0486441525f195f640c7a81545bd1eb3039,Clothing,389.91,2,2024-12-31,COMPLETED,Central,0
207,CUST3319,942dbeda91719a578e95f5d395aee8f7d9f4dcfbcfd27b18e61e9685d6fcad24,Books,658.77,8,2024-12-22,COMPLETED,South,0
208,CUST3693,4e84b8359beaed1f56f2925ad1cab0486441525f195f640c7a81545bd1eb3039,Clothing,720.69,8,2024-05-10,COMPLETED,West,0
209,CUST8668,e155ec294b8d6651edb44cdf076b10da94971a3c882d1cf2a28750a1c051eb78,Clothing,1880.89,5,2024-08-11,COMPLETED,South,0
210,CUST1064,6c455f5e6343aad487017e00afd6e0b8ba5b3f2adc65ed8d9de409844a7def13,Groceries,776.95,1,2024-02-03,COMPLETED,East,0
211,CUST6225,f1c1f57728f932efde20e53703ee5f96b1cebdc15b8578b7faa727c89dbfe03f,Groceries,1723.48,6,2024-11-05,COMPLETED,North,0
212,CUST2682,16d1c9050a0b32e83764a81d801a880773abedfd7f8b0b08a1cd87ca0e404f12,Furniture,201.46,3,2024-04-08,COMPLETED,North,0
213,CUST9468,efa9a3729d47c5c47c0c763107f82dbeb8ba63e479274b2661edf418850791fb,Books,740.29,9,2024-08-14,COMPLETED,West,0
214,CUST4720,efa9a3729d47c5c47c0c763107f82dbeb8ba63e479274b2661edf418850791fb,Books,161.29,7,2024-12-12,COMPLETED,Central,0
215,CUST6656,f816a74c2310179d8785838dfadd3f6fdaf7e857cce144acd6433199c8fa53d3,Furniture,557.74,5,2024-02-01,COMPLETED,South,0
216,CUST7204,a6f10bde1cb3b4d0c3a51b3bf3746c41920093f27b8c5a9f438e31903810099e,Books,558.28,3,2024-01-21,COMPLETED,East,0
217,CUST1731,86df32cf524cade04ae84fff930d96d10f8a66fd1822200416cd8f11e842160e,Electronics,1813.55,9,2024-01-27,COMPLETED,South,0
218,CUST2118,e155ec294b8d6651edb44cdf076b10da94971a3c882d1cf2a28750a1c051eb78,Clothing,1408.58,6,2024-02-09,COMPLETED,East,0
219,CUST3861,e34a879c8b8b67effd9e14878e1443829419cf2aba09a03252d2a4f137e49941,Electronics,1144.67,7,2024-05-20,COMPLETED,East,0
220,CUST9818,63dceb8800b2dd4af9567a1f54f03b7c3dbdc27fac4799091ebfcc4928899ee5,Electronics,182.2,7,2024-08-12,COMPLETED,South,0
221,CUST2714,86df32cf524cade04ae84fff930d96d10f8a66fd1822200416cd8f11e842160e,Electronics,975.61,8,2024-02-09,COMPLETED,West,0
222,CUST9796,0e769600933790607b2a13b33ddfade0fa17810eb62c3b28ee23e59516516491,Books,329.86,1,2024-06-27,COMPLETED,Central,0
223,CUST4402,0e769600933790607b2a13b33ddfade0fa17810eb62c3b28ee23e59516516491,Books,1120.5,1,2024-01-14,COMPLETED,East,0
224,CUST9304,9d948c73e0ad7a5a213a5e7e00b962531ca6b07992a06bd8c2fc2ac5ae23c51b,Books,1236.25,7,2024-12-25,COMPLETED,South,0
225,CUST7168,942dbeda91719a578e95f5d395aee8f7d9f4dcfbcfd27b18e61e9685d6fcad24,Books,393.83,5,2024-10-15,COMPLETED,North,0
226,CUST4090,e34a879c8b8b67effd9e14878e1443829419cf2aba09a03252d2a4f137e49941,Electronics,1348.82,5,2024-06-04,COMPLETED,North,0
227,CUST8205,16d1c9050a0b32e83764a81d801a880773abedfd7f8b0b08a1cd87ca0e404f12,Furniture,75.72,10,2024-11-26,COMPLETED,South,0
228,CUST7961,16d1c9050a0b32e83764a81d801a880773abedfd7f8b0b08a1cd87ca0e404f12,Furniture,165.39,1,2024-03-28,COMPLETED,West,0
229,CUST6295,8189b8409b18b1ef215ec2f2d8da515cdc7cc21a4b7cd35482b66bede2275d02,Groceries,579.27,9,2024-07-07,COMPLETED,North,0
230,CUST1075,643aa97e949c9c353aaff710e5adddb2017ecf3ae9d5cf563bc85c18e5d3aa2c,Furniture,99.79,3,2024-11-04,COMPLETED,West,0
231,CUST2920,dc34efd49ed738bf4500db367292164166989cb15773026e9e185b78292bbc89,Clothing,398.84,8,2024-05-31,COMPLETED,Central,0
232,CUST1673,e074763cb375d9abd33d16d13586d68714c4a9c215cbd3391f7706c038403b4b,Clothing,807.69,6,2024-02-14,COMPLETED,West,0
233,CUST8720,6c455f5e6343aad487017e00afd6e0b8ba5b3f2adc65ed8d9de409844a7def13,Groceries,1259.04,10,2024-08-01,COMPLETED,East,0
234,CUST4951,1b9bc7b7376e6c5c0f1042dfdd42ac68017d8cee72988967d7c670d40c466c85,Groceries,522.62,4,2024-06-22,COMPLETED,West,0
235,CUST2811,b5efa9ec3f5f8d45fc05aa5c0a835177e24211b8fda91dd28f258f765f3edb27,Clothing,1571.47,2,2024-01-31,COMPLETED,South,0
236,CUST4916,86df32cf524cade04ae84fff930d96d10f8a66fd1822200416cd8f11e842160e,Electronics,648.77,10,2024-02-22,COMPLETED,North,0
237,CUST7451,2e5a38b444f293beaebfa8dc591eae9ffb528ecbffe1b876aeae34e6a12e10e8,Electronics,1739.36,1,2024-08-09,COMPLETED,South,0
238,CUST2575,dc34efd49ed738bf4500db367292164166989cb15773026e9e185b78292bbc89,Clothing,56.79,9,2024-05-14,COMPLETED,East,0
239,CUST3938,a6f10bde1cb3b4d0c3a51b3bf3746c41920093f27b8c5a9f438e31903810099e,Books,1229.46,4,2024-04-07,COMPLETED,East,0
240,CUST3781,0e769600933790607b2a13b33ddfade0fa17810eb62c3b28ee23e59516516491,Books,124.98,6,2024-09-24,COMPLETED,South,0
241,CUST5989,f56648cd7573460b58fb9642f7e660b6d095ef1e7235f65464f6a3df763728de,Furniture,1600.13,1,2024-02-04,COMPLETED,Central,0
242,CUST8378,e882154bb2efd87356681a6ed0485cb51511d9e61f17235aebd7830fbe91e1c0,Groceries,1878.24,6,2024-03-15,COMPLETED,West,0
243,CUST4850,63dceb8800b2dd4af9567a1f54f03b7c3dbdc27fac4799091ebfcc4928899ee5,Electronics,645.18,10,2024-06-24,COMPLETED,North,0
244,CUST7736,63dceb8800b2dd4af9567a1f54f03b7c3dbdc27fac4799091ebfcc4928899ee5,Electronics,1514.57,1,2024-11-24,COMPLETED,East,0
245,CUST4024,e34a879c8b8b67effd9e14878e1443829419cf2aba09a03252d2a4f137e49941,Electronics,1431.29,7,2024-12-29,COMPLETED,Central,0
246,CUST3969,86df32cf524cade04ae84fff930d96d10f8a66fd1822200416cd8f11e842160e,Electronics,796.41,4,2024-11-28,COMPLETED,West,0
247,CUST7735,16d1c9050a0b32e83764a81d801a880773abedfd7f8b0b08a1cd87ca0e404f12,Furniture,687.1,4,2024-06-17,COMPLETED,South,0
248,CUST9566,efa9a3729d47c5c47c0c763107f82dbeb8ba63e479274b2661edf418850791fb,Books,1008.4,2,2024-07-08,COMPLETED,East,0
249,CUST8524,e882154bb2efd87356681a6ed0485cb51511d9e61f17235aebd7830fbe91e1c0,Groceries,1515.03,5,2024-09-03,COMPLETED,South,0
250,CUST5021,f56648cd7573460b58fb9642f7e660b6d095ef1e7235f65464f6a3df763728de,Furniture,1224.31,7,2024-05-31,COMPLETED,West,0
251,CUST2584,e34a879c8b8b67effd9e14878e1443829419cf2aba09a03252d2a4f137e49941,Electronics,1746.72,8,2024-02-16,COMPLETED,Central,0
252,CUST4479,dc34efd49ed738bf4500db367292164166989cb15773026e9e185b78292bbc89,Clothing,1594.93,4,2024-03-22,COMPLETED,South,0
253,CUST6590,210e51e019366706681f12e78b4f8396fb598b04074eb44faf0a8ad6a6930a70,Furniture,1728.09,5,2024-12-03,COMPLETED,West,0
254,CUST9212,f56648cd7573460b58fb9642f7e660b6d095ef1e7235f65464f6a3df763728de,Furniture,880.18,1,2024-12-03,COMPLETED,Central,0
255,CUST1768,1b9bc7b7376e6c5c0f1042dfdd42ac68017d8cee72988967d7c670d40c466c85,Groceries,1075.33,5,2024-04-29,COMPLETED,North,0
256,CUST5363,e882154bb2efd87356681a6ed0485cb51511d9e61f17235aebd7830fbe91e1c0,Groceries,1414.73,6,2024-02-09,COMPLETED,Central,0
257,CUST9031,15af50a07d8a67856f62249fbb016130df248453189ff665c863634ef7a76bfd,Electronics,1431.01,3,2024-11-13,COMPLETED,North,0
258,CUST3988,b5efa9ec3f5f8d45fc05aa5c0a835177e24211b8fda91dd28f258f765f3edb27,Clothing,1107.8,10,2024-05-30,COMPLETED,West,0
259,CUST5139,86df32cf524cade04ae84fff930d96d10f8a66fd1822200416cd8f11e842160e,Electronics,341.07,9,2024-11-12,COMPLETED,Central,0
260,CUST7780,9d948c73e0ad7a5a213a5e7e00b962531ca6b07992a06bd8c2fc2ac5ae23c51b,Books,1511.42,3,2024-12-15,COMPLETED,West,0
261,CUST6264,2e5a38b444f293beaebfa8dc591eae9ffb528ecbffe1b876aeae34e6a12e10e8,Electronics,1771.9,10,2024-09-29,COMPLETED,East,0
262,CUST8918,15af50a07d8a67856f62249fbb016130df248453189ff665c863634ef7a76bfd,Electronics,218.47,7,2024-03-24,COMPLETED,South,0
263,CUST5351,1b9bc7b7376e6c5c0f1042dfdd42ac68017d8cee72988967d7c670d40c466c85,Groceries,1265.35,3,2024-10-24,COMPLETED,East,0
264,CUST2334,f56648cd7573460b58fb9642f7e660b6d095ef1e7235f65464f6a3df763728de,Furniture,533.36,10,2024-11-03,COMPLETED,Central,0
265,CUST1631,86df32cf524cade04ae84fff930d96d10f8a66fd1822200416cd8f11e842160e,Electronics,1188.86,10,2024-01-09,COMPLETED,West,0
266,CUST8501,63dceb8800b2dd4af9567a1f54f03b7c3dbdc27fac4799091ebfcc4928899ee5,Electronics,483.58,8,2024-05-25,COMPLETED,North,0
267,CUST2744,f1c1f57728f932efde20e53703ee5f96b1cebdc15b8578b7faa727c89dbfe03f,Groceries,468.25,9,2024-01-24,COMPLETED,North,0
268,CUST2069,942dbeda91719a578e95f5d395aee8f7d9f4dcfbcfd27b18e61e9685d6fcad24,Books,971.0,2,2024-05-28,COMPLETED,South,0
269,CUST5282,1b9bc7b7376e6c5c0f1042dfdd42ac68017d8cee72988967d7c670d40c466c85,Groceries,834.09,5,2024-07-31,COMPLETED,West,0
270,CUST2729,b5efa9ec3f5f8d45fc05aa5c0a835177e24211b8fda91dd28f258f765f3edb27,Clothing,432.48,2,2024-10-27,COMPLETED,North,0
271,CUST4795,9d948c73e0ad7a5a213a5e7e00b962531ca6b07992a06bd8c2fc2ac5ae23c51b,Books,1905.66,9,2024-01-12,COMPLETED,West,0
272,CUST4328,e074763cb375d9abd33d16d13586d68714c4a9c215cbd3391f7706c038403b4b,Clothing,514.62,1,2024-03-29,COMPLETED,Central,0
273,CUST2441,210e51e019366706681f12e78b4f8396fb598b04074eb44faf0a8ad6a6930a70,Furniture,579.62,3,2024-04-11,COMPLETED,South,0
274,CUST7718,1b9bc7b7376e6c5c0f1042dfdd42ac68017d8cee72988967d7c670d40c466c85,Groceries,1741.76,7,2024-03-06,COMPLETED,West,0
